date,unit,metric,value
2023-10-30,Unit_Beta,workers_comp_claims,0.7
2023-10-30,Unit_Beta,attrition,2.9
2023-11-06,Unit_Beta,headcount,84.1
2023-11-06,Unit_Beta,workload_volume,878.4
2023-11-06,Unit_Beta,leave_usage,14.0
2023-11-06,Unit_Beta,grievances,0.7
2023-11-06,Unit_Beta,workers_comp_claims,0.0
2023-11-06,Unit_Beta,attrition,3.4
2023-11-13,Unit_Beta,headcount,85.4
2023-11-13,Unit_Beta,workload_volume,865.4
2023-11-13,Unit_Beta,leave_usage,10.4
2023-11-13,Unit_Beta,grievances,0.0
2023-11-13,Unit_Beta,workers_comp_claims,0.1
2023-11-13,Unit_Beta,attrition,3.2
2023-11-20,Unit_Beta,headcount,85.0
2023-11-20,Unit_Beta,workload_volume,886.0
2023-11-20,Unit_Beta,leave_usage,13.1
2023-11-20,Unit_Beta,grievances,0.2
2023-11-20,Unit_Beta,workers_comp_claims,1.2
2023-11-20,Unit_Beta,attrition,2.0
2023-11-27,Unit_Beta,headcount,87.0
2023-11-27,Unit_Beta,workload_volume,806.6
2023-11-27,Unit_Beta,leave_usage,13.2
2023-11-27,Unit_Beta,grievances,1.7
2023-11-27,Unit_Beta,workers_comp_claims,0.3
2023-11-27,Unit_Beta,attrition,1.6
2023-12-04,Unit_Beta,headcount,89.3
2023-12-04,Unit_Beta,workload_volume,899.1
2023-12-04,Unit_Beta,leave_usage,11.7
2023-12-04,Unit_Beta,grievances,1.6
2023-12-04,Unit_Beta,workers_comp_claims,0.1
2023-12-04,Unit_Beta,attrition,2.3
2023-12-11,Unit_Beta,headcount,84.1
2023-12-11,Unit_Beta,workload_volume,842.9
2023-12-11,Unit_Beta,leave_usage,14.2
2023-12-11,Unit_Beta,grievances,1.2
2023-12-11,Unit_Beta,workers_comp_claims,0.9
2023-12-11,Unit_Beta,attrition,1.2
2023-12-18,Unit_Beta,headcount,84.2
2023-12-18,Unit_Beta,workload_volume,936.6
2023-12-18,Unit_Beta,leave_usage,11.9
2023-12-18,Unit_Beta,grievances,0.0
2023-12-18,Unit_Beta,workers_comp_claims,1.2
2023-12-18,Unit_Beta,attrition,2.5
2023-12-25,Unit_Beta,headcount,86.8
2023-12-25,Unit_Beta,workload_volume,798.1
2023-12-25,Unit_Beta,leave_usage,12.3
2023-12-25,Unit_Beta,grievances,0.5
2023-12-25,Unit_Beta,workers_comp_claims,1.0
2023-12-25,Unit_Beta,attrition,2.2
2024-01-01,Unit_Beta,headcount,86.2
2024-01-01,Unit_Beta,workload_volume,919.2
2024-01-01,Unit_Beta,leave_usage,11.9
2024-01-01,Unit_Beta,grievances,1.7
2024-01-01,Unit_Beta,workers_comp_claims,1.1
2024-01-01,Unit_Beta,attrition,2.0
2024-01-08,Unit_Beta,headcount,88.1
2024-01-08,Unit_Beta,workload_volume,842.0
2024-01-08,Unit_Beta,leave_usage,12.2
2024-01-08,Unit_Beta,grievances,0.9
2024-01-08,Unit_Beta,workers_comp_claims,0.2
2024-01-08,Unit_Beta,attrition,1.3
2024-01-15,Unit_Beta,headcount,86.0
2024-01-15,Unit_Beta,workload_volume,799.2
2024-01-15,Unit_Beta,leave_usage,10.5
2024-01-15,Unit_Beta,grievances,2.6
2024-01-15,Unit_Beta,workers_comp_claims,0.0
2024-01-15,Unit_Beta,attrition,2.6
2024-01-22,Unit_Beta,headcount,84.4
2024-01-22,Unit_Beta,workload_volume,807.3
2024-01-22,Unit_Beta,leave_usage,10.0
2024-01-22,Unit_Beta,grievances,1.1
2024-01-22,Unit_Beta,workers_comp_claims,1.4
2024-01-22,Unit_Beta,attrition,1.9
2024-01-29,Unit_Beta,headcount,86.0
2024-01-29,Unit_Beta,workload_volume,815.1
2024-01-29,Unit_Beta,leave_usage,14.5
2024-01-29,Unit_Beta,grievances,0.9
2024-01-29,Unit_Beta,workers_comp_claims,0.4
2024-01-29,Unit_Beta,attrition,1.6
2024-02-05,Unit_Beta,headcount,86.9
2024-02-05,Unit_Beta,workload_volume,852.0
2024-02-05,Unit_Beta,leave_usage,10.8
2024-02-05,Unit_Beta,grievances,0.5
2024-02-05,Unit_Beta,workers_comp_claims,0.5
2024-02-05,Unit_Beta,attrition,0.5
2024-02-12,Unit_Beta,headcount,86.4
2024-02-12,Unit_Beta,workload_volume,856.5
2024-02-12,Unit_Beta,leave_usage,10.6
2024-02-12,Unit_Beta,grievances,0.9
2024-02-12,Unit_Beta,workers_comp_claims,1.3
2024-02-12,Unit_Beta,attrition,2.2
2024-02-19,Unit_Beta,headcount,85.9
2024-02-19,Unit_Beta,workload_volume,801.3
2024-02-19,Unit_Beta,leave_usage,8.9
2024-02-19,Unit_Beta,grievances,0.6
2024-02-19,Unit_Beta,workers_comp_claims,0.9
2024-02-19,Unit_Beta,attrition,3.3
2024-02-26,Unit_Beta,headcount,86.8
2024-02-26,Unit_Beta,workload_volume,828.3
2024-02-26,Unit_Beta,leave_usage,11.1
2024-02-26,Unit_Beta,grievances,1.3
2024-02-26,Unit_Beta,workers_comp_claims,0.8
2024-02-26,Unit_Beta,attrition,3.3
2024-03-04,Unit_Beta,headcount,87.0
2024-03-04,Unit_Beta,workload_volume,936.2
2024-03-04,Unit_Beta,leave_usage,10.1
2024-03-04,Unit_Beta,grievances,1.5
2024-03-04,Unit_Beta,workers_comp_claims,1.7
2024-03-04,Unit_Beta,attrition,2.0
2024-03-11,Unit_Beta,headcount,87.3
2024-03-11,Unit_Beta,workload_volume,915.0
2024-03-11,Unit_Beta,leave_usage,14.5
2024-03-11,Unit_Beta,grievances,0.1
2024-03-11,Unit_Beta,workers_comp_claims,0.3
2024-03-11,Unit_Beta,attrition,1.9
2024-03-18,Unit_Beta,headcount,86.1
2024-03-18,Unit_Beta,workload_volume,849.9
2024-03-18,Unit_Beta,leave_usage,13.6
2024-03-18,Unit_Beta,grievances,0.0
2024-03-18,Unit_Beta,workers_comp_claims,1.1
2024-03-18,Unit_Beta,attrition,2.5
2024-03-25,Unit_Beta,headcount,84.7
2024-03-25,Unit_Beta,workload_volume,829.5
2024-03-25,Unit_Beta,leave_usage,11.0
2024-03-25,Unit_Beta,grievances,0.0
2024-03-25,Unit_Beta,workers_comp_claims,0.6
2024-03-25,Unit_Beta,attrition,1.7
2024-04-01,Unit_Beta,headcount,85.2
2024-04-01,Unit_Beta,workload_volume,833.1
2024-04-01,Unit_Beta,leave_usage,15.4
2024-04-01,Unit_Beta,grievances,1.2
2024-04-01,Unit_Beta,workers_comp_claims,0.7
2024-04-01,Unit_Beta,attrition,2.4
2024-04-08,Unit_Beta,headcount,87.1
2024-04-08,Unit_Beta,workload_volume,857.2
2024-04-08,Unit_Beta,leave_usage,13.5
2024-04-08,Unit_Beta,grievances,0.0
2024-04-08,Unit_Beta,workers_comp_claims,1.4
2024-04-08,Unit_Beta,attrition,2.7
2024-04-15,Unit_Beta,headcount,83.6
2024-04-15,Unit_Beta,workload_volume,774.8
2024-04-15,Unit_Beta,leave_usage,11.5
2024-04-15,Unit_Beta,grievances,0.0
2024-04-15,Unit_Beta,workers_comp_claims,0.9
2024-04-15,Unit_Beta,attrition,3.0
2024-04-22,Unit_Beta,headcount,85.6
2024-04-22,Unit_Beta,workload_volume,812.5
2024-04-22,Unit_Beta,leave_usage,8.2
2024-04-22,Unit_Beta,grievances,1.1
2024-04-22,Unit_Beta,workers_comp_claims,0.9
2024-04-22,Unit_Beta,attrition,2.2
2024-04-29,Unit_Beta,headcount,84.3
2024-04-29,Unit_Beta,workload_volume,741.3
2024-04-29,Unit_Beta,leave_usage,15.4
2024-04-29,Unit_Beta,grievances,2.7
2024-04-29,Unit_Beta,workers_comp_claims,1.1
2024-04-29,Unit_Beta,attrition,2.1
2024-05-06,Unit_Beta,headcount,85.0
2024-05-06,Unit_Beta,workload_volume,844.0
2024-05-06,Unit_Beta,leave_usage,9.8
2024-05-06,Unit_Beta,grievances,0.8
2024-05-06,Unit_Beta,workers_comp_claims,0.4
2024-05-06,Unit_Beta,attrition,1.7
2024-05-13,Unit_Beta,headcount,87.2
2024-05-13,Unit_Beta,workload_volume,855.8
2024-05-13,Unit_Beta,leave_usage,9.4
2024-05-13,Unit_Beta,grievances,1.4
2024-05-13,Unit_Beta,workers_comp_claims,0.2
2024-05-13,Unit_Beta,attrition,1.8
2024-05-20,Unit_Beta,headcount,85.3
2024-05-20,Unit_Beta,workload_volume,798.6
2024-05-20,Unit_Beta,leave_usage,13.4
2024-05-20,Unit_Beta,grievances,0.8
2024-05-20,Unit_Beta,workers_comp_claims,0.1
2024-05-20,Unit_Beta,attrition,2.1
2024-05-27,Unit_Beta,headcount,85.1
2024-05-27,Unit_Beta,workload_volume,900.7
2024-05-27,Unit_Beta,leave_usage,15.5
2024-05-27,Unit_Beta,grievances,0.7
2024-05-27,Unit_Beta,workers_comp_claims,0.0
2024-05-27,Unit_Beta,attrition,2.5
2024-06-03,Unit_Beta,headcount,82.7
2024-06-03,Unit_Beta,workload_volume,760.0
2024-06-03,Unit_Beta,leave_usage,13.9
2024-06-03,Unit_Beta,grievances,1.5
2024-06-03,Unit_Beta,workers_comp_claims,1.6
2024-06-03,Unit_Beta,attrition,2.8
2024-06-10,Unit_Beta,headcount,86.3
2024-06-10,Unit_Beta,workload_volume,747.3
2024-06-10,Unit_Beta,leave_usage,12.7
2024-06-10,Unit_Beta,grievances,0.5
2024-06-10,Unit_Beta,workers_comp_claims,0.1
2024-06-10,Unit_Beta,attrition,1.8
2024-06-17,Unit_Beta,headcount,86.1
2024-06-17,Unit_Beta,workload_volume,831.0
2024-06-17,Unit_Beta,leave_usage,12.7
2024-06-17,Unit_Beta,grievances,1.0
2024-06-17,Unit_Beta,workers_comp_claims,0.5
2024-06-17,Unit_Beta,attrition,3.2
2024-06-24,Unit_Beta,headcount,88.7
2024-06-24,Unit_Beta,workload_volume,871.4
2024-06-24,Unit_Beta,leave_usage,13.1
2024-06-24,Unit_Beta,grievances,1.0
2024-06-24,Unit_Beta,workers_comp_claims,0.5
2024-06-24,Unit_Beta,attrition,2.1
2022-01-03,Unit_Gamma,headcount,199.9
2022-01-03,Unit_Gamma,workload_volume,1279.3
2022-01-03,Unit_Gamma,leave_usage,39.8
2022-01-03,Unit_Gamma,grievances,0.0
2022-01-03,Unit_Gamma,workers_comp_claims,1.0
2022-01-03,Unit_Gamma,attrition,3.0
2022-01-10,Unit_Gamma,headcount,197.0
2022-01-10,Unit_Gamma,workload_volume,1227.7
2022-01-10,Unit_Gamma,leave_usage,40.1
2022-01-10,Unit_Gamma,grievances,2.3
2022-01-10,Unit_Gamma,workers_comp_claims,1.3
2022-01-10,Unit_Gamma,attrition,4.1
2022-01-17,Unit_Gamma,headcount,190.3
2022-01-17,Unit_Gamma,workload_volume,1296.5
2022-01-17,Unit_Gamma,leave_usage,39.7
2022-01-17,Unit_Gamma,grievances,0.5
2022-01-17,Unit_Gamma,workers_comp_claims,0.3
2022-01-17,Unit_Gamma,attrition,4.3
2022-01-24,Unit_Gamma,headcount,203.5
2022-01-24,Unit_Gamma,workload_volume,1187.0
2022-01-24,Unit_Gamma,leave_usage,39.1
2022-01-24,Unit_Gamma,grievances,0.7
2022-01-24,Unit_Gamma,workers_comp_claims,0.0
2022-01-24,Unit_Gamma,attrition,3.5
2022-01-31,Unit_Gamma,headcount,202.9
2022-01-31,Unit_Gamma,workload_volume,1262.1
2022-01-31,Unit_Gamma,leave_usage,40.4
2022-01-31,Unit_Gamma,grievances,0.8
2022-01-31,Unit_Gamma,workers_comp_claims,0.7
2022-01-31,Unit_Gamma,attrition,3.5
2022-02-07,Unit_Gamma,headcount,198.9
2022-02-07,Unit_Gamma,workload_volume,1354.2
2022-02-07,Unit_Gamma,leave_usage,40.8
2022-02-07,Unit_Gamma,grievances,2.3
2022-02-07,Unit_Gamma,workers_comp_claims,0.4
2022-02-07,Unit_Gamma,attrition,3.9
2022-02-14,Unit_Gamma,headcount,200.3
2022-02-14,Unit_Gamma,workload_volume,1208.6
2022-02-14,Unit_Gamma,leave_usage,38.6
2022-02-14,Unit_Gamma,grievances,0.0
2022-02-14,Unit_Gamma,workers_comp_claims,0.7
2022-02-14,Unit_Gamma,attrition,3.5
2022-02-21,Unit_Gamma,headcount,202.1
2022-02-21,Unit_Gamma,workload_volume,1226.2
2022-02-21,Unit_Gamma,leave_usage,42.4
2022-02-21,Unit_Gamma,grievances,3.8
2022-02-21,Unit_Gamma,workers_comp_claims,0.9
2022-02-21,Unit_Gamma,attrition,3.7
2022-02-28,Unit_Gamma,headcount,193.7
2022-02-28,Unit_Gamma,workload_volume,1287.2
2022-02-28,Unit_Gamma,leave_usage,40.1
2022-02-28,Unit_Gamma,grievances,2.1
2022-02-28,Unit_Gamma,workers_comp_claims,0.8
2022-02-28,Unit_Gamma,attrition,5.0
2022-03-07,Unit_Gamma,headcount,197.9
2022-03-07,Unit_Gamma,workload_volume,1271.9
2022-03-07,Unit_Gamma,leave_usage,40.3
2022-03-07,Unit_Gamma,grievances,1.4
2022-03-07,Unit_Gamma,workers_comp_claims,1.7
2022-03-07,Unit_Gamma,attrition,3.6
2022-03-14,Unit_Gamma,headcount,203.2
2022-03-14,Unit_Gamma,workload_volume,1281.9
2022-03-14,Unit_Gamma,leave_usage,41.4
2022-03-14,Unit_Gamma,grievances,1.2
2022-03-14,Unit_Gamma,workers_comp_claims,1.2
2022-03-14,Unit_Gamma,attrition,3.5
2022-03-21,Unit_Gamma,headcount,195.0
2022-03-21,Unit_Gamma,workload_volume,1290.3
2022-03-21,Unit_Gamma,leave_usage,40.7
2022-03-21,Unit_Gamma,grievances,1.5
2022-03-21,Unit_Gamma,workers_comp_claims,1.2
2022-03-21,Unit_Gamma,attrition,3.4
2022-03-28,Unit_Gamma,headcount,201.2
2022-03-28,Unit_Gamma,workload_volume,1299.0
2022-03-28,Unit_Gamma,leave_usage,41.8
2022-03-28,Unit_Gamma,grievances,1.7
2022-03-28,Unit_Gamma,workers_comp_claims,1.3
2022-03-28,Unit_Gamma,attrition,4.2
2022-04-04,Unit_Gamma,headcount,194.6
2022-04-04,Unit_Gamma,workload_volume,1324.1
2022-04-04,Unit_Gamma,leave_usage,40.9
2022-04-04,Unit_Gamma,grievances,1.8
2022-04-04,Unit_Gamma,workers_comp_claims,0.4
2022-04-04,Unit_Gamma,attrition,3.6
2022-04-11,Unit_Gamma,headcount,201.9
2022-04-11,Unit_Gamma,workload_volume,1290.5
2022-04-11,Unit_Gamma,leave_usage,39.6
2022-04-11,Unit_Gamma,grievances,1.7
2022-04-11,Unit_Gamma,workers_comp_claims,1.5
2022-04-11,Unit_Gamma,attrition,3.4
2022-04-18,Unit_Gamma,headcount,199.9
2022-04-18,Unit_Gamma,workload_volume,1259.4
2022-04-18,Unit_Gamma,leave_usage,41.1
2022-04-18,Unit_Gamma,grievances,1.3
2022-04-18,Unit_Gamma,workers_comp_claims,1.0
2022-04-18,Unit_Gamma,attrition,4.5
2022-04-25,Unit_Gamma,headcount,193.5
2022-04-25,Unit_Gamma,workload_volume,1306.5
2022-04-25,Unit_Gamma,leave_usage,38.8
2022-04-25,Unit_Gamma,grievances,1.1
2022-04-25,Unit_Gamma,workers_comp_claims,1.3
2022-04-25,Unit_Gamma,attrition,4.6
2022-05-02,Unit_Gamma,headcount,204.7
2022-05-02,Unit_Gamma,workload_volume,1369.2
2022-05-02,Unit_Gamma,leave_usage,40.7
2022-05-02,Unit_Gamma,grievances,1.1
2022-05-02,Unit_Gamma,workers_comp_claims,0.5
2022-05-02,Unit_Gamma,attrition,3.4
2022-05-09,Unit_Gamma,headcount,197.1
2022-05-09,Unit_Gamma,workload_volume,1269.0
2022-05-09,Unit_Gamma,leave_usage,40.6
2022-05-09,Unit_Gamma,grievances,1.1
2022-05-09,Unit_Gamma,workers_comp_claims,0.2
2022-05-09,Unit_Gamma,attrition,2.6
2022-05-16,Unit_Gamma,headcount,196.8
2022-05-16,Unit_Gamma,workload_volume,1228.3
2022-05-16,Unit_Gamma,leave_usage,40.3
2022-05-16,Unit_Gamma,grievances,2.2
2022-05-16,Unit_Gamma,workers_comp_claims,1.4
2022-05-16,Unit_Gamma,attrition,4.4
2022-05-23,Unit_Gamma,headcount,200.8
2022-05-23,Unit_Gamma,workload_volume,1333.7
2022-05-23,Unit_Gamma,leave_usage,40.5
2022-05-23,Unit_Gamma,grievances,1.7
2022-05-23,Unit_Gamma,workers_comp_claims,1.2
2022-05-23,Unit_Gamma,attrition,3.3
2022-05-30,Unit_Gamma,headcount,204.6
2022-05-30,Unit_Gamma,workload_volume,1273.7
2022-05-30,Unit_Gamma,leave_usage,37.9
2022-05-30,Unit_Gamma,grievances,0.0
2022-05-30,Unit_Gamma,workers_comp_claims,0.6
2022-05-30,Unit_Gamma,attrition,4.2
2022-06-06,Unit_Gamma,headcount,195.9
2022-06-06,Unit_Gamma,workload_volume,1172.5
2022-06-06,Unit_Gamma,leave_usage,39.9
2022-06-06,Unit_Gamma,grievances,1.8
2022-06-06,Unit_Gamma,workers_comp_claims,0.6
2022-06-06,Unit_Gamma,attrition,2.6
2022-06-13,Unit_Gamma,headcount,200.2
2022-06-13,Unit_Gamma,workload_volume,1324.8
2022-06-13,Unit_Gamma,leave_usage,40.9
2022-06-13,Unit_Gamma,grievances,1.4
2022-06-13,Unit_Gamma,workers_comp_claims,1.6
2022-06-13,Unit_Gamma,attrition,4.3
2022-06-20,Unit_Gamma,headcount,201.7
2022-06-20,Unit_Gamma,workload_volume,1257.0
2022-06-20,Unit_Gamma,leave_usage,41.0
2022-06-20,Unit_Gamma,grievances,1.2
2022-06-20,Unit_Gamma,workers_comp_claims,0.4
2022-06-20,Unit_Gamma,attrition,3.0
2022-06-27,Unit_Gamma,headcount,202.8
2022-06-27,Unit_Gamma,workload_volume,1280.6
2022-06-27,Unit_Gamma,leave_usage,39.3
2022-06-27,Unit_Gamma,grievances,0.9
2022-06-27,Unit_Gamma,workers_comp_claims,1.8
2022-06-27,Unit_Gamma,attrition,4.2
2022-07-04,Unit_Gamma,headcount,200.7
2022-07-04,Unit_Gamma,workload_volume,1303.0
2022-07-04,Unit_Gamma,leave_usage,42.8
2022-07-04,Unit_Gamma,grievances,2.2
2022-07-04,Unit_Gamma,workers_comp_claims,0.6
2022-07-04,Unit_Gamma,attrition,3.8
2022-07-11,Unit_Gamma,headcount,198.5
2022-07-11,Unit_Gamma,workload_volume,1297.2
2022-07-11,Unit_Gamma,leave_usage,39.6
2022-07-11,Unit_Gamma,grievances,2.0
2022-07-11,Unit_Gamma,workers_comp_claims,1.3
2022-07-11,Unit_Gamma,attrition,3.2
2022-07-18,Unit_Gamma,headcount,196.7
2022-07-18,Unit_Gamma,workload_volume,1324.5
2022-07-18,Unit_Gamma,leave_usage,42.4
2022-07-18,Unit_Gamma,grievances,0.6
2022-07-18,Unit_Gamma,workers_comp_claims,0.8
2022-07-18,Unit_Gamma,attrition,3.5
2022-07-25,Unit_Gamma,headcount,200.3
2022-07-25,Unit_Gamma,workload_volume,1268.5
2022-07-25,Unit_Gamma,leave_usage,41.6
2022-07-25,Unit_Gamma,grievances,1.6
2022-07-25,Unit_Gamma,workers_comp_claims,1.3
2022-07-25,Unit_Gamma,attrition,4.2
2022-08-01,Unit_Gamma,headcount,195.7
2022-08-01,Unit_Gamma,workload_volume,1317.2
2022-08-01,Unit_Gamma,leave_usage,40.0
2022-08-01,Unit_Gamma,grievances,0.5
2022-08-01,Unit_Gamma,workers_comp_claims,0.7
2022-08-01,Unit_Gamma,attrition,3.8
2022-08-08,Unit_Gamma,headcount,188.3
2022-08-08,Unit_Gamma,workload_volume,1279.8
2022-08-08,Unit_Gamma,leave_usage,43.7
2022-08-08,Unit_Gamma,grievances,0.1
2022-08-08,Unit_Gamma,workers_comp_claims,0.9
2022-08-08,Unit_Gamma,attrition,4.1
2022-08-15,Unit_Gamma,headcount,201.7
2022-08-15,Unit_Gamma,workload_volume,1331.0
2022-08-15,Unit_Gamma,leave_usage,39.3
2022-08-15,Unit_Gamma,grievances,0.8
2022-08-15,Unit_Gamma,workers_comp_claims,1.0
2022-08-15,Unit_Gamma,attrition,4.9
2022-08-22,Unit_Gamma,headcount,203.6
2022-08-22,Unit_Gamma,workload_volume,1326.1
2022-08-22,Unit_Gamma,leave_usage,42.5
2022-08-22,Unit_Gamma,grievances,1.9
2022-08-22,Unit_Gamma,workers_comp_claims,0.5
2022-08-22,Unit_Gamma,attrition,2.8
2022-08-29,Unit_Gamma,headcount,190.5
2022-08-29,Unit_Gamma,workload_volume,1249.8
2022-08-29,Unit_Gamma,leave_usage,42.6
2022-08-29,Unit_Gamma,grievances,2.0
2022-08-29,Unit_Gamma,workers_comp_claims,1.4
2022-08-29,Unit_Gamma,attrition,4.7
2022-09-05,Unit_Gamma,headcount,196.0
2022-09-05,Unit_Gamma,workload_volume,1352.0
2022-09-05,Unit_Gamma,leave_usage,40.1
2022-09-05,Unit_Gamma,grievances,1.7
2022-09-05,Unit_Gamma,workers_comp_claims,0.7
2022-09-05,Unit_Gamma,attrition,3.8
2022-09-12,Unit_Gamma,headcount,202.5
2022-09-12,Unit_Gamma,workload_volume,1272.1
2022-09-12,Unit_Gamma,leave_usage,43.3
2022-09-12,Unit_Gamma,grievances,1.8
2022-09-12,Unit_Gamma,workers_comp_claims,0.9
2022-09-12,Unit_Gamma,attrition,3.2
2022-09-19,Unit_Gamma,headcount,208.2
2022-09-19,Unit_Gamma,workload_volume,1340.5
2022-09-19,Unit_Gamma,leave_usage,40.8
2022-09-19,Unit_Gamma,grievances,1.7
2022-09-19,Unit_Gamma,workers_comp_claims,0.5
2022-09-19,Unit_Gamma,attrition,3.0
2022-09-26,Unit_Gamma,headcount,200.1
2022-09-26,Unit_Gamma,workload_volume,1319.6
2022-09-26,Unit_Gamma,leave_usage,41.7
2022-09-26,Unit_Gamma,grievances,0.7
2022-09-26,Unit_Gamma,workers_comp_claims,0.0
2022-09-26,Unit_Gamma,attrition,3.6
2022-10-03,Unit_Gamma,headcount,197.1
2022-10-03,Unit_Gamma,workload_volume,1394.3
2022-10-03,Unit_Gamma,leave_usage,41.6
2022-10-03,Unit_Gamma,grievances,1.6
2022-10-03,Unit_Gamma,workers_comp_claims,0.9
2022-10-03,Unit_Gamma,attrition,4.3
2022-10-10,Unit_Gamma,headcount,199.3
2022-10-10,Unit_Gamma,workload_volume,1292.4
2022-10-10,Unit_Gamma,leave_usage,41.1
2022-10-10,Unit_Gamma,grievances,1.9
2022-10-10,Unit_Gamma,workers_comp_claims,2.2
2022-10-10,Unit_Gamma,attrition,3.7
2022-10-17,Unit_Gamma,headcount,205.5
2022-10-17,Unit_Gamma,workload_volume,1287.2
2022-10-17,Unit_Gamma,leave_usage,42.5
2022-10-17,Unit_Gamma,grievances,1.9
2022-10-17,Unit_Gamma,workers_comp_claims,1.4
2022-10-17,Unit_Gamma,attrition,4.7
2022-10-24,Unit_Gamma,headcount,197.4
2022-10-24,Unit_Gamma,workload_volume,1304.8
2022-10-24,Unit_Gamma,leave_usage,42.5
2022-10-24,Unit_Gamma,grievances,2.2
2022-10-24,Unit_Gamma,workers_comp_claims,1.0
2022-10-24,Unit_Gamma,attrition,2.9
2022-10-31,Unit_Gamma,headcount,196.8
2022-10-31,Unit_Gamma,workload_volume,1291.7
2022-10-31,Unit_Gamma,leave_usage,38.7
2022-10-31,Unit_Gamma,grievances,1.8
2022-10-31,Unit_Gamma,workers_comp_claims,0.9
2022-10-31,Unit_Gamma,attrition,3.7
2022-11-07,Unit_Gamma,headcount,198.1
2022-11-07,Unit_Gamma,workload_volume,1348.0
2022-11-07,Unit_Gamma,leave_usage,43.3
2022-11-07,Unit_Gamma,grievances,1.5
2022-11-07,Unit_Gamma,workers_comp_claims,1.0
2022-11-07,Unit_Gamma,attrition,3.0
2022-11-14,Unit_Gamma,headcount,196.2
2022-11-14,Unit_Gamma,workload_volume,1228.2
2022-11-14,Unit_Gamma,leave_usage,38.9
2022-11-14,Unit_Gamma,grievances,2.1
2022-11-14,Unit_Gamma,workers_comp_claims,1.3
2022-11-14,Unit_Gamma,attrition,4.0
2022-11-21,Unit_Gamma,headcount,200.5
2022-11-21,Unit_Gamma,workload_volume,1257.4
2022-11-21,Unit_Gamma,leave_usage,43.0
2022-11-21,Unit_Gamma,grievances,1.2
2022-11-21,Unit_Gamma,workers_comp_claims,0.4
2022-11-21,Unit_Gamma,attrition,4.3
2022-11-28,Unit_Gamma,headcount,206.5
2022-11-28,Unit_Gamma,workload_volume,1257.7
2022-11-28,Unit_Gamma,leave_usage,43.1
2022-11-28,Unit_Gamma,grievances,0.5
2022-11-28,Unit_Gamma,workers_comp_claims,1.6
2022-11-28,Unit_Gamma,attrition,3.5
2022-12-05,Unit_Gamma,headcount,201.3
2022-12-05,Unit_Gamma,workload_volume,1359.6
2022-12-05,Unit_Gamma,leave_usage,39.8
2022-12-05,Unit_Gamma,grievances,1.1
2022-12-05,Unit_Gamma,workers_comp_claims,1.4
2022-12-05,Unit_Gamma,attrition,2.2
2022-12-12,Unit_Gamma,headcount,199.0
2022-12-12,Unit_Gamma,workload_volume,1398.6
2022-12-12,Unit_Gamma,leave_usage,40.9
2022-12-12,Unit_Gamma,grievances,0.7
2022-12-12,Unit_Gamma,workers_comp_claims,1.4
2022-12-12,Unit_Gamma,attrition,3.9
2022-12-19,Unit_Gamma,headcount,198.8
2022-12-19,Unit_Gamma,workload_volume,1308.9
2022-12-19,Unit_Gamma,leave_usage,39.9
2022-12-19,Unit_Gamma,grievances,0.7
2022-12-19,Unit_Gamma,workers_comp_claims,1.2
2022-12-19,Unit_Gamma,attrition,4.0
2022-12-26,Unit_Gamma,headcount,193.7
2022-12-26,Unit_Gamma,workload_volume,1306.6
2022-12-26,Unit_Gamma,leave_usage,41.2
2022-12-26,Unit_Gamma,grievances,1.1
2022-12-26,Unit_Gamma,workers_comp_claims,1.0
2022-12-26,Unit_Gamma,attrition,4.0
2023-01-02,Unit_Gamma,headcount,203.5
2023-01-02,Unit_Gamma,workload_volume,1319.5
2023-01-02,Unit_Gamma,leave_usage,41.1
2023-01-02,Unit_Gamma,grievances,0.6
2023-01-02,Unit_Gamma,workers_comp_claims,1.3
2023-01-02,Unit_Gamma,attrition,4.5
2023-01-09,Unit_Gamma,headcount,199.7
2023-01-09,Unit_Gamma,workload_volume,1375.0
2023-01-09,Unit_Gamma,leave_usage,42.8
2023-01-09,Unit_Gamma,grievances,1.0
2023-01-09,Unit_Gamma,workers_comp_claims,1.3
2023-01-09,Unit_Gamma,attrition,3.1
2023-01-16,Unit_Gamma,headcount,199.3
2023-01-16,Unit_Gamma,workload_volume,1271.4
2023-01-16,Unit_Gamma,leave_usage,43.6
2023-01-16,Unit_Gamma,grievances,0.0
2023-01-16,Unit_Gamma,workers_comp_claims,0.8
2023-01-16,Unit_Gamma,attrition,4.2
2023-01-23,Unit_Gamma,headcount,212.8
2023-01-23,Unit_Gamma,workload_volume,1330.6
2023-01-23,Unit_Gamma,leave_usage,43.7
2023-01-23,Unit_Gamma,grievances,1.4
2023-01-23,Unit_Gamma,workers_comp_claims,0.7
2023-01-23,Unit_Gamma,attrition,4.5
2023-01-30,Unit_Gamma,headcount,201.2
2023-01-30,Unit_Gamma,workload_volume,1368.3
2023-01-30,Unit_Gamma,leave_usage,40.8
2023-01-30,Unit_Gamma,grievances,1.3
2023-01-30,Unit_Gamma,workers_comp_claims,1.1
2023-01-30,Unit_Gamma,attrition,2.7
2023-02-06,Unit_Gamma,headcount,197.0
2023-02-06,Unit_Gamma,workload_volume,1345.5
2023-02-06,Unit_Gamma,leave_usage,41.4
2023-02-06,Unit_Gamma,grievances,0.6
2023-02-06,Unit_Gamma,workers_comp_claims,1.8
2023-02-06,Unit_Gamma,attrition,3.9
